PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
CARTER G. WOODSON CHILDREN'S PARK,QUEENS       ,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ALBEMARLE PLAYGROUND,QUEENS       ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DITMARS PARK,QUEENS       ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NEWPORT PLAYGROUND,QUEENS       ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PRATT PLAYGROUND,QUEENS       ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HOUSTON PLAYGROUND,QUEENS       ,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VIRGINIA PARK,QUEENS       ,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BOERUM PARK,QUEENS       ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
LIVONIA PARK,QUEENS       ,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WHITE PLAYGROUND STATEN ISLAND,QUEENS       ,0.92,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EDMONDS PLAYGROUND,QUEENS       ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GARDEN PLAYGROUND,QUEENS       ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MARTIN LUTHER PLAYGROUND,QUEENS       ,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PONTIAC PLAYGROUND,QUEENS       ,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
AESOP PARK,QUEENS       ,0.91,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SLATTERY PLAYGROUND,QUEENS       ,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,1,0,0,0,1
BAY TERRACE PLAYGROUND,QUEENS       ,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WILLOUGHBY PLAYGROUND,QUEENS       ,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ESTELLA DIGGS PARK,QUEENS       ,0.9,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WASHINGTON HALL PARK,QUEENS       ,0.9,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STARR PLAYGROUND,QUEENS       ,0.9,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HARLEM RBI,QUEENS       ,0.9,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HART PLAYGROUND ON BROADWAY,QUEENS       ,0.9,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AMERICAN PLAYGROUND,QUEENS       ,0.9,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
ARROCHAR PLAYGROUND,QUEENS       ,0.89,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOL LAIN PLGD,QUEENS       ,0.89,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EL SHABAZZ PLAYGROUND,QUEENS       ,0.89,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PINOCCHIO PLAYGROUND,QUEENS       ,0.89,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ALICE KORNEGAY TRIANGLE,QUEENS       ,0.88,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PETER'S FIELD,QUEENS       ,0.88,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BEDFORD PLAYGROUND,QUEENS       ,0.88,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HAROLD SCHNEIDERMAN PLAYGROUND,QUEENS       ,0.88,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WAKEFIELD PLAYGROUND,QUEENS       ,0.88,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
QUEENS VALLEY PLAYGROUND,QUEENS       ,0.88,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LT. JOSEPH PETROSINO PARK,QUEENS       ,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EVERGREEN PLAYGROUND,QUEENS       ,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND 286,QUEENS       ,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BARRIER PLAYGROUND,QUEENS       ,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LION'S PRIDE PLAYGROUND,QUEENS       ,0.87,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NATHAN STRAUS PLAYGROUND,QUEENS       ,0.85,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SCHENCK PLAYGROUND,QUEENS       ,0.85,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HAVILAND PLAYGROUND,QUEENS       ,0.84,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOL BLOOM PLAYGROUND,QUEENS       ,0.84,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
P.S. 155 PLAYGROUND,QUEENS       ,0.83,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STEBBINS PLAYGROUND,QUEENS       ,0.83,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
OPEN ROAD PARK,QUEENS       ,0.83,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DI GILIO PLAYGROUND,QUEENS       ,0.83,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HART PLAYGROUND ON 147 ST,QUEENS       ,0.82,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FLYNN PLAYGROUND,QUEENS       ,0.82,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HIGHBRIDGE PARK BRONX SIDE,QUEENS       ,0.82,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
PARKSIDE PLAYGROUND BRONX,QUEENS       ,0.82,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FISHER POOL,QUEENS       ,0.82,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ALEXANDER HAMILTON PLAYGROUND,QUEENS       ,0.81,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEST FARMS RAPIDS,QUEENS       ,0.81,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STEINWAY PLAYGROUND,QUEENS       ,0.81,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BELLAIRE PLAYGROUND,QUEENS       ,0.81,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,2,0,0,0,2
RISSE STREET PARK,QUEENS       ,0.81,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ETHAN ALLEN PLAYGROUND,QUEENS       ,0.8,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
KENNEDY KING PLAYGROUND,QUEENS       ,0.79,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VLADECK PARK,QUEENS       ,0.79,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EUGENE MCCABE FIELD,QUEENS       ,0.79,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SPIRIT PLAYGROUND,QUEENS       ,0.79,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SAMUEL SEABURY PLAYGROUND,QUEENS       ,0.79,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
MORGAN PLAYGROUND,QUEENS       ,0.78,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOORE PLAYGROUND,QUEENS       ,0.77,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FIRST PARK,QUEENS       ,0.76,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SGT. WILLIAM DOUGHERTY PLAYGROUND,QUEENS       ,0.76,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ADMIRAL PARK,QUEENS       ,0.76,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JAIME CAMPIZ PLAYGROUND,QUEENS       ,0.75,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SAMUEL N. BENNERSON 2ND PLAYGROUND,QUEENS       ,0.75,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND SEVENTY FIVE,QUEENS       ,0.75,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEBSTER PLAYGROUND,QUEENS       ,0.74,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FROST PLAYGROUND,QUEENS       ,0.74,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TECUMSEH PLAYGROUND,QUEENS       ,0.74,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RAILROAD PARK BRONX,QUEENS       ,0.73,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
NATHAN WEIDENBAUM PARK,QUEENS       ,0.73,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLUEBERRY PARK,QUEENS       ,0.72,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CLARK PLAYGROUND,QUEENS       ,0.72,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HUNTS POINT PLAYGROUND,QUEENS       ,0.72,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GUN HILL PLAYGROUND,QUEENS       ,0.72,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLOOMINGDALE PLAYGROUND,QUEENS       ,0.72,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GALILEO PLAYGROUND,QUEENS       ,0.71,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
I-AM-PARK,QUEENS       ,0.71,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
UNNAMED PARK ON 17TH STREET,QUEENS       ,0.71,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LINWOOD PLAYGROUND,QUEENS       ,0.71,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LAFAYETTE GARDENS PLAYGROUND,QUEENS       ,0.71,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NEWTOWN PLAYGROUND,QUEENS       ,0.7,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ORACLE PLAYGROUND,QUEENS       ,0.7,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOUNT HOPE PLAYGROUND,QUEENS       ,0.7,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,1,0,0,0,0,0,1
GARRISON PLAYGROUND,QUEENS       ,0.7,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GERTRUDE EDERLE RECREATION CENTER,QUEENS       ,0.69,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SLOPE PARK,QUEENS       ,0.69,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FRED SAMUEL PLAYGROUND,QUEENS       ,0.69,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
AUBURNDALE PLAYGROUND,QUEENS       ,0.69,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WHITE PLAYGROUND MANHATTAN,QUEENS       ,0.68,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DAWSON PLAYGROUND,QUEENS       ,0.68,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MAPES POOL,QUEENS       ,0.68,PLAYGROUND & POOL LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LILLIAN D WALD PLAYGROUND,QUEENS       ,0.68,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ST. NICHOLAS PLAYGROUND SOUTH,QUEENS       ,0.67,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RIVER AVENUE PARKS,QUEENS       ,0.67,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HOWARD POOL,QUEENS       ,0.67,POOL LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CANAL PARK,QUEENS       ,0.67,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RIVERBEND PLAYGROUND,QUEENS       ,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ST. NICHOLAS PLAYGROUND NORTH,QUEENS       ,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
COLLEGE POINT PARK,QUEENS       ,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
THE PEARLY GATES,QUEENS       ,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AUDUBON PLAYGROUND,QUEENS       ,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
COURTNEY CALLENDER PLAYGROUND,QUEENS       ,0.65,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BRIZZI PLAYGROUND,QUEENS       ,0.65,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
AUGUSTUS ST. GAUDENS PLAYGROUND,QUEENS       ,0.64,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VESUVIO PLAYGROUND,QUEENS       ,0.64,BASKETBALL & POOL LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VETERANS GROVE,QUEENS       ,0.63,PLAYGROUND LESS THAN ONE ACRE,0,0,0,1,0,0,0,1
SQUIBB PARK,QUEENS       ,0.63,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ELTON PLAYGROUND,QUEENS       ,0.62,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TWENTY-FOUR SYCAMORES PARK,QUEENS       ,0.62,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EAST RIVER ESPLANADE AT E 36TH ST AND FDR,QUEENS       ,0.62,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CEDAR GROVE PLAYGROUND,QUEENS       ,0.62,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CLEOPATRA PLAYGROUND,QUEENS       ,0.62,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BEACH 59TH ST PLAYGROUND,QUEENS       ,0.62,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BRIDGE PLAYGROUND,QUEENS       ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HALF-NELSON PLAYGROUND,QUEENS       ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HENRY M. JACKSON PLAYGROUND,QUEENS       ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WILLIAM F. PASSANNANTE BALLFIELD,QUEENS       ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DR. RONALD E. MCNAIR PLAYGROUND,QUEENS       ,0.6,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PENN SOUTH PLAYGROUND,QUEENS       ,0.6,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
O'NEILL TRIANGLE,QUEENS       ,0.59,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GEORGE WALKER JR. PARK,QUEENS       ,0.59,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
UNDERHILL PLAYGROUND,QUEENS       ,0.59,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PETER DETMOLD PARK,QUEENS       ,0.59,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
COBBLE HILL PARK,QUEENS       ,0.59,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WRIGHT BROTHERS PLAYGROUND,QUEENS       ,0.58,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MERCER PLAYGROUND,QUEENS       ,0.58,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SEAN'S PLACE,QUEENS       ,0.58,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HARVARD PLAYGROUND,QUEENS       ,0.58,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SARSFIELD PLAYGROUND,QUEENS       ,0.58,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HELL'S KITCHEN PARK,QUEENS       ,0.58,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RORY STAUNTON FIELD,QUEENS       ,0.57,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
BENNINGER PLAYGROUND,QUEENS       ,0.57,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CARMANSVILLE PLAYGROUND,QUEENS       ,0.57,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SIXTEEN SYCAMORES PLAYGROUND,QUEENS       ,0.57,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GALAPO PLAYGROUND,QUEENS       ,0.57,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MCKINLEY PLAYGROUND,QUEENS       ,0.56,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ENNIS PLAYGROUND,QUEENS       ,0.55,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLAND PLAYGROUND,QUEENS       ,0.55,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GUTENBERG PLAYGROUND,QUEENS       ,0.55,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PFC NORTON PLAYGROUND,QUEENS       ,0.55,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LITTLE CLAREMONT PARK,QUEENS       ,0.55,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JUNCTION PLAYGROUND,QUEENS       ,0.54,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WOODRUFF PLAYGROUND,QUEENS       ,0.54,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ABIGAIL PLAYGROUND,QUEENS       ,0.53,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DR. GERTRUDE B. KELLY PLAYGROUND,QUEENS       ,0.53,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WALD PLAYGROUND,QUEENS       ,0.53,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ANDREWS GROVE,QUEENS       ,0.52,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LAFAYETTE PLAYGROUND ON LAFAYETTE AVENUE,QUEENS       ,0.52,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ANIBAL AVILES PLAYGROUND,QUEENS       ,0.52,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WASHINGTON PARK BRONX,QUEENS       ,0.52,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PAT WILLIAMS PLAYGROUND,QUEENS       ,0.51,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GREENPOINT PLAYGROUND,QUEENS       ,0.5,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PIERREPONT PLAYGROUND,QUEENS       ,0.5,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EPIPHANY PLAYGROUND,QUEENS       ,0.5,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JOHN ADAMS PLAYGROUND,QUEENS       ,0.49,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LEVY PLAYGROUND,QUEENS       ,0.49,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CLEMENT CLARKE MOORE PARK,QUEENS       ,0.49,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHARLTON GARDEN,QUEENS       ,0.49,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
THOMAS J. CUITE PARK,QUEENS       ,0.49,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHERRY CLINTON PLAYGROUND,QUEENS       ,0.48,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HILTON WHITE PLAYGROUND,QUEENS       ,0.48,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TURTLE PLAYGROUND,QUEENS       ,0.48,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MILESTONE PARK,QUEENS       ,0.48,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MATTHEWS - PALMER PLAYGROUND,QUEENS       ,0.48,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FAIRMOUNT PLAYGROUND,QUEENS       ,0.47,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOTHER CABRINI PARK,QUEENS       ,0.47,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VIRGINIA PLAYGROUND,QUEENS       ,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TRIBOROUGH BRIDGE PLAYGROUND E,QUEENS       ,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RAINBOW PLAYGROUND,QUEENS       ,0.46,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
TEN EYCK PLAZA,QUEENS       ,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TRIBOROUGH BRIDGE PLAYGROUND D,STATEN ISLAND,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TRIBOROUGH BRIDGE PLAYGROUND C,STATEN ISLAND,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
UNDERBRIDGE DOG RUN,STATEN ISLAND,0.46,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WILLIAM MCCRAY PLAYGROUND,STATEN ISLAND,0.46,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LOUIS ARMSTRONG COMMUNITY CENTER,STATEN ISLAND,0.45,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ABC PLAYGROUND,STATEN ISLAND,0.45,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MIDDLE VILLAGE PLAYGROUND,STATEN ISLAND,0.45,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
YAK PLAYGROUND,STATEN ISLAND,0.44,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BUTTERFLY GARDENS,STATEN ISLAND,0.44,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HAVEMEYER PLAYGROUND,STATEN ISLAND,0.44,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND ONE,STATEN ISLAND,0.44,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GARIBALDI PLAYGROUND,STATEN ISLAND,0.44,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
MORRIS GARDEN,STATEN ISLAND,0.44,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MCCAFFREY PLAYGROUND,STATEN ISLAND,0.44,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ADMIRAL TRIANGLE,STATEN ISLAND,0.43,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HORSESHOE PLAYGROUND,STATEN ISLAND,0.43,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HUNTS POINT RIVERSIDE PARK,STATEN ISLAND,0.43,PLAYGROUND LESS THAN ONE ACRE,0,0,0,1,0,0,0,1
TOMPKINSVILLE PARK,STATEN ISLAND,0.42,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEST 4TH STREET COURTS,STATEN ISLAND,0.42,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,1,0,1
